113.759 21.5346 125.733
118.417 38.9213 125.733
118.417 38.9213 105.733
113.759 21.5346 105.733
#

113.759 21.5346 125.733
101.031 34.2625 125.733
101.031 34.2625 105.733
113.759 21.5346 105.733
#

113.759 21.5346 125.733
96.372 16.8759 125.733
96.372 16.8759 105.733
113.759 21.5346 105.733
#

113.759 21.5346 125.733
109.1 4.14793 125.733
109.1 4.14793 105.733
113.759 21.5346 105.733
#

113.759 21.5346 125.733
126.487 8.80665 125.733
126.487 8.80665 105.733
113.759 21.5346 105.733
#

113.759 21.5346 125.733
131.145 26.1933 125.733
131.145 26.1933 105.733
113.759 21.5346 105.733
#

113.759 21.5346 125.733
118.417 38.9213 125.733
118.417 38.9213 105.733
113.759 21.5346 105.733
#

