0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 1.34164 2.68328
0 2.68328 5.36656
0 4.02492 8.04984
0 5.36656 10.7331
0 6.7082 13.4164
0 8.04984 16.0997
0 9.39149 18.783
0 10.7331 21.4663
0 12.0748 24.1495
0 13.4164 26.8328
0 14.758 29.5161
0 16.0997 32.1994
0 17.4413 34.8827
0 18.783 37.5659
0 20.1246 40.2492
0 21.4663 42.9325
0 22.8079 45.6158
0 24.1495 48.2991
0 25.4912 50.9823
0 26.8328 53.6656
0 26.8328 53.6656
4 26.8328 53.6656
8 26.8328 53.6656
12 26.8328 53.6656
16 26.8328 53.6656
20 26.8328 53.6656
24 26.8328 53.6656
28 26.8328 53.6656
32 26.8328 53.6656
36 26.8328 53.6656
40 26.8328 53.6656
44 26.8328 53.6656
48 26.8328 53.6656
52 26.8328 53.6656
56 26.8328 53.6656
60 26.8328 53.6656
64 26.8328 53.6656
68 26.8328 53.6656
72 26.8328 53.6656
76 26.8328 53.6656
80 26.8328 53.6656
80 26.8328 53.6656
81.2649 25.5679 57.2433
82.5298 24.303 60.821
83.7947 23.0381 64.3988
85.0596 21.7732 67.9765
86.3246 20.5083 71.5542
87.5895 19.2433 75.1319
88.8544 17.9784 78.7096
90.1193 16.7135 82.2873
91.3842 15.4486 85.865
92.6491 14.1837 89.4427
93.914 12.9188 93.0204
95.1789 11.6539 96.5981
96.4438 10.389 100.176
97.7088 9.12406 103.754
98.9737 7.85915 107.331
100.239 6.59424 110.909
101.503 5.32933 114.487
102.768 4.06442 118.064
104.033 2.79951 121.642
105.298 1.53459 125.22
105.298 1.53459 125.22
106.721 1.53459 124.745
108.144 1.53459 124.271
109.567 1.53459 123.797
110.99 1.53459 123.322
112.413 1.53459 122.848
113.836 1.53459 122.374
115.259 1.53459 121.899
116.682 1.53459 121.425
118.105 1.53459 120.951
119.528 1.53459 120.476
120.951 1.53459 120.002
122.375 1.53459 119.528
123.798 1.53459 119.053
125.221 1.53459 118.579
126.644 1.53459 118.105
128.067 1.53459 117.63
129.49 1.53459 117.156
130.913 1.53459 116.682
132.336 1.53459 116.207
133.759 1.53459 115.733
133.759 1.53459 115.233
133.759 1.53459 114.733
133.759 1.53459 114.233
133.759 1.53459 113.733
133.759 1.53459 113.233
133.759 1.53459 112.733
133.759 1.53459 112.233
133.759 1.53459 111.733
133.759 1.53459 111.233
133.759 1.53459 110.733
133.759 1.53459 110.233
133.759 1.53459 109.733
133.759 1.53459 109.233
133.759 1.53459 108.733
133.759 1.53459 108.233
133.759 1.53459 107.733
133.759 1.53459 107.233
133.759 1.53459 106.733
133.759 1.53459 106.233
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
133.759 1.53459 105.733
