20 20 20
37.9315 18.4312 20
37.9315 18.4312 0
20 20 0
#

20 20 20
30.3244 34.7448 20
30.3244 34.7448 0
20 20 0
#

20 20 20
12.3929 36.3136 20
12.3929 36.3136 0
20 20 0
#

20 20 20
2.0685 21.5688 20
2.0685 21.5688 0
20 20 0
#

20 20 20
9.67562 5.25518 20
9.67562 5.25518 0
20 20 0
#

20 20 20
27.6071 3.68638 20
27.6071 3.68638 0
20 20 0
#

20 20 20
37.9315 18.4312 20
37.9315 18.4312 0
20 20 0
#

